statement_id,Link,Publication Date,Entities,Annual Revenue,Industry Sectors,Countries
10837,https://modernslaveryregister.gov.au/statements/10837/,17/02/2023 15:42,['Australian Reinsurance Pool Corporation (74 807 136 872)'],150-200M,"['Financial, insurance and real estate activities']",['Australia']
10839,https://modernslaveryregister.gov.au/statements/10839/,17/02/2023 15:53,['SHAPE AUSTRALIA CORPORATION LIMITED (14 654 729 352)'],600-700M,"['Construction, civil engineering and building products']",['Australia']
10840,https://modernslaveryregister.gov.au/statements/10840/,17/02/2023 15:45,['Connecteast Pty Limited (99 101 213 263)'],350-400M,"['Transportation, logistics, and storage']",['Australia']
10841,https://modernslaveryregister.gov.au/statements/10841/,20/02/2023 10:00,"['AquaSure Finance Pty Ltd (35 136 072 627), AquaSure Holdings Pty Ltd (46 135 956 053), AquaSure Pty Ltd (22 135 956 393)']",1BN+,"['Utilities: gas, water and electricity']",['Australia']
10842,https://modernslaveryregister.gov.au/statements/10842/,17/02/2023 15:47,['HIREUP PTY. LTD. (32 600 120 787)'],150-200M,['Other'],['Australia']
10843,https://modernslaveryregister.gov.au/statements/10843/,17/02/2023 15:40,"['AURIZON HOLDINGS LIMITED (14 146 335 622), AURIZON NETWORK PTY LTD (78 132 181 116), AURIZON OPERATIONS LIMITED (47 564 947 264), AUSTRALIA EASTERN RAILROAD PTY LTD (84 118 274 776), AUSTRALIA WESTERN RAILROAD PTY LTD (39 094 792 275)']",1BN+,"['Transportation, logistics, and storage']",['Australia']
10846,https://modernslaveryregister.gov.au/statements/10846/,20/02/2023 9:39,['GWA GROUP LIMITED (15 055 964 380)'],400-450M,"['Durable consumer goods, including electronics and appliances, home furnishings and other accessories\nConstruction, civil engineering and building products']",['Australia']
10851,https://modernslaveryregister.gov.au/statements/10851/,14/03/2023 9:00,['MEAT & LIVESTOCK AUSTRALIA LIMITED (39 081 678 364)'],150-200M,"['Food and beverages, agriculture and fishing']",['Australia']
10852,https://modernslaveryregister.gov.au/statements/10852/,17/02/2023 15:57,['VIRIDIAN GLASS PTY LTD (68 006 904 052)'],150-200M,"['Construction, civil engineering and building products']",['Australia']
10853,https://modernslaveryregister.gov.au/statements/10853/,17/02/2023 15:40,"['ASX LIMITED (98 008 624 691), ASX OPERATIONS PTY. LTD. (42 004 523 782)']",1BN+,"['Financial, insurance and real estate activities']",['Australia']
10854,https://modernslaveryregister.gov.au/statements/10854/,17/02/2023 15:53,"['SKY CHANNEL PTY. LTD. (77 009 136 010), TABCORP ASSETS PTY LTD (73 064 303 920), TABCORP FINANCE PTY LTD (74 108 197 084), TABCORP HOLDINGS LIMITED (66 063 780 709), TABCORP INTERNATIONAL NO. 4 PTY LTD (41 146 788 614), TABCORP INTERNATIONAL PTY LTD (26 006 574 652), TABCORP WAGERING PARTICIPANT (VIC) PTY LTD (59 154 418 489), Tabcorp Wagering (Vic) Pty Ltd (37 134 587 107), TAB LIMITED (17 081 765 308), TATTS GROUP LIMITED (19 108 686 040), UBET QLD LIMITED (84 085 691 738)']",1BN+,"['Consumer services, including accommodation, hospitality, tourism and leisure']",['Australia']
10859,https://modernslaveryregister.gov.au/statements/10859/,14/03/2023 8:57,"['ABORIGINAL COMMUNITY HOUSING LTD. (23 165 108 654), AUSTRALIAN AFFORDABLE HOUSING SECURITIES LIMITED (75 605 381 137), BUILDING COMMUNITIES (VIC) LIMITED (95 640 883 101), COMMUNITY HOUSING LIMITED (11 062 802 797), COMMUNITY HOUSING (QLD) LTD (57 061 035 050), COMMUNITY HOUSING (TAS) LTD (54 147 539 526), Community Housing (Vic) Ltd (75 112 324 384), HORIZON HOUSING REALTY LIMITED (22 623 498 644)']",0-99M,['Charitable / not-for-profit activities'],['Australia']
10861,https://modernslaveryregister.gov.au/statements/10861/,17/02/2023 15:52,"['RDNS HOMECARE LIMITED (13 152 438 152), ROYAL DISTRICT NURSING SERVICE LIMITED (49 052 188 717), RSL CARE RDNS LIMITED (90 010 488 454)']",500-600M,['Healthcare and pharmaceuticals\nCharitable / not-for-profit activities'],['Australia']
10862,https://modernslaveryregister.gov.au/statements/10862/,17/02/2023 15:48,"['KOMATSU AUSTRALIA CORPORATE FINANCE PTY LTD (84 067 959 666), KOMATSU AUSTRALIA PTY LTD (63 053 514 739), KOMATSU FORKLIFT AUSTRALIA PTY LTD (71 080 792 730), KOMATSU TA PTY LTD (71 143 476 626)']",1BN+,"['Mining, metals, chemicals and resources (including oil and gas)\nAutomotive, machinery and heavy electrical equipment\nConstruction, civil engineering and building products\nOther']",['Australia']
10865,https://modernslaveryregister.gov.au/statements/10865/,17/02/2023 15:50,['MINDA INCORPORATED (37 020 000 711)'],150-200M,['Charitable / not-for-profit activities'],['Australia']
10870,https://modernslaveryregister.gov.au/statements/10870/,17/02/2023 15:50,['METAROCK GROUP LIMITED (96 142 490 579)'],450-500M,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
10871,https://modernslaveryregister.gov.au/statements/10871/,17/02/2023 15:47,"['Hancock Queensland Plantations Pty Ltd (30 142 129 342), HQPLANTATIONS PTY LTD (25 142 448 977)']",700-800M,"['Forestry, timber products, paper and containers and packaging']",['Australia']
10876,https://modernslaveryregister.gov.au/statements/10876/,20/02/2023 9:39,['Cerebral Palsy Alliance (45 000 062 288)'],200-250M,['Charitable / not-for-profit activities'],['Australia']
10878,https://modernslaveryregister.gov.au/statements/10878/,17/02/2023 15:48,['LGIAsuper Trustee (94 085 088 484)'],0-99M,"['Financial, insurance and real estate activities']",['Australia']
10880,https://modernslaveryregister.gov.au/statements/10880/,17/02/2023 15:46,"['ELECTRANET PTY LIMITED (41 094 482 416), ELECTRANET TRANSMISSION INVESTMENTS PTY LTD (12 119 027 262)']",400-450M,"['Utilities: gas, water and electricity']",['Australia']
10882,https://modernslaveryregister.gov.au/statements/10882/,17/02/2023 15:40,['APOLLO TOURISM & LEISURE LTD (67 614 714 742)'],250-300M,"['Consumer services, including accommodation, hospitality, tourism and leisure']",['Australia']
10884,https://modernslaveryregister.gov.au/statements/10884/,17/02/2023 15:55,['THE MYER FAMILY INVESTMENTS PTY LTD (32 004 116 296)'],0-99M,"['Financial, insurance and real estate activities']",['Australia']
10885,https://modernslaveryregister.gov.au/statements/10885/,17/02/2023 15:48,['MADDOCKS (63 478 951 337)'],200-250M,"['Professional and administrative services and supplies, including legal, consulting and accounting services']",['Australia']
10887,https://modernslaveryregister.gov.au/statements/10887/,17/02/2023 15:47,['HEALIUS LIMITED (24 064 530 516)'],1BN+,['Healthcare and pharmaceuticals'],['Australia']
10889,https://modernslaveryregister.gov.au/statements/10889/,17/02/2023 15:55,['THE TRUSTEE FOR CARE SUPER (98 172 275 725)'],0-99M,"['Financial, insurance and real estate activities']",['Australia']
10890,https://modernslaveryregister.gov.au/statements/10890/,17/02/2023 15:40,"['AUSTRALIAN MUD COMPANY PTY LTD (56 009 283 416), Flexit Australia Pty Ltd (26 125 368 005), IMDEX INTERNATIONAL PTY LTD (90 120 543 900), IMDEX LTD (78 008 947 813), Imdex Nominees Pty Ltd, Reflex Instruments Asia Pacific Pty Ltd (68 124 204 191)']",350-400M,['Other'],['Australia']
10891,https://modernslaveryregister.gov.au/statements/10891/,14/03/2023 8:59,['EASTERN HEALTH (68 223 819 017)'],1BN+,['Healthcare and pharmaceuticals'],['Australia']
10892,https://modernslaveryregister.gov.au/statements/10892/,20/02/2023 9:23,['AON CORPORATION AUSTRALIA LIMITED (58 004 756 772)'],100-150M,"['Financial, insurance and real estate activities']",['United Kingdom']
10894,https://modernslaveryregister.gov.au/statements/10894/,17/02/2023 15:57,['THINKING ERGONOMIX PTY LIMITED (63 095 989 638)'],0-99M,['Other'],['Australia']
10896,https://modernslaveryregister.gov.au/statements/10896/,17/02/2023 15:47,['IFM INVESTORS PTY LTD (67 107 247 727)'],800-900M,"['Financial, insurance and real estate activities']",['Australia']
10897,https://modernslaveryregister.gov.au/statements/10897/,17/02/2023 15:47,['Ingenia Communities Holdings Limited (92 154 444 925)'],300-350M,"['Financial, insurance and real estate activities']",['Australia']
10899,https://modernslaveryregister.gov.au/statements/10899/,20/02/2023 9:57,"['AUSTRALIAN TRADE COLLEGE NORTH BRISBANE LTD (54 117 167 307), Australian Trade Training College Limited (53 139 076 636), CAPRICORNIA TRAINING COMPANY LIMITED (13 419 019 806), COMMUNITY POTENTIAL FOUNDATION LIMITED (84 092 419 960), FINDSTAFF PTY LTD (11 073 098 718), GIPPSLAND GROUP TRAINING LIMITED (30 006 070 828), HOSPITALITY TRAINING NETWORK LTD (42 003 692 733), Hume Employment Service Limited (87 109 950 361), INSTITUTE OF TRAINING AND FURTHER EDUCATION PTY LTD (35 086 004 097), INTERACT AUSTRALIA LTD (47 072 232 083), INTOWORK AUSTRALIA LTD (85 006 162 152), MAS NATIONAL LIMITED (11 131 047 268), MRAEL LIMITED (61 010 617 044), PLUS RECRUITMENT PTY LTD (79 159 257 093), STOCKDALE PERSONNEL PTY LTD (40 098 046 854), TOOWOOMBA REGIONAL GROUP APPRENTICESHIP COMPANY PTY. LIMITED (82 010 704 613), WORK & TRAINING LIMITED (34 009 577 806)']",350-400M,['Charitable / not-for-profit activities'],['Australia']
10901,https://modernslaveryregister.gov.au/statements/10901/,14/03/2023 9:09,['SUNLAND GROUP LIMITED (65 063 429 532)'],500-600M,"['Construction, civil engineering and building products']",['Australia']
10905,https://modernslaveryregister.gov.au/statements/10905/,20/02/2023 9:57,"['GR ENGINEERING SERVICES LTD (12 121 542 738), Hanlon Engineering & Associates, Inc., MIPAC PTY. LTD. (66 097 111 772), UPSTREAM PRODUCTION SOLUTIONS PTY LTD (26 166 665 952)']",600-700M,"['Mining, metals, chemicals and resources (including oil and gas)\nUtilities: gas, water and electricity\nConstruction, civil engineering and building products']","['Australia, United States of America']"
10908,https://modernslaveryregister.gov.au/statements/10908/,20/02/2023 9:39,['THE BETHANIE GROUP INC (60 992 323 648)'],100-150M,['Healthcare and pharmaceuticals\nCharitable / not-for-profit activities'],['Australia']
10909,https://modernslaveryregister.gov.au/statements/10909/,17/02/2023 15:38,['APM HUMAN SERVICES INTERNATIONAL LIMITED (38 639 621 766)'],1BN+,"['Professional and administrative services and supplies, including legal, consulting and accounting services\nEducation and research\nHealthcare and pharmaceuticals\nOther']",['Australia']
10910,https://modernslaveryregister.gov.au/statements/10910/,17/02/2023 15:40,['AUSTRALIAN FOUNDATION FOR DISABILITY (99 000 112 729)'],150-200M,"['Transportation, logistics, and storage\nConsumer services, including accommodation, hospitality, tourism and leisure\nHealthcare and pharmaceuticals\nCharitable / not-for-profit activities\nOther']",['Australia']
10911,https://modernslaveryregister.gov.au/statements/10911/,17/02/2023 15:53,['Sunwater Limited (17 020 276 523)'],350-400M,"['Utilities: gas, water and electricity']",['Australia']
10912,https://modernslaveryregister.gov.au/statements/10912/,17/02/2023 15:38,['Alfred Health (27 318 956 319)'],0-99M,['Healthcare and pharmaceuticals'],['Australia']
10913,https://modernslaveryregister.gov.au/statements/10913/,17/02/2023 15:38,"['AAI LIMITED (48 005 297 807), SBGH LIMITED (83 145 980 838), Suncorp Group Limited (66 145 290 124), SUNCORP INSURANCE (GENERAL OVERSEAS) PTY LTD (49 102 606 708), Suncorp Insurance Holdings Limited (99 123 023 334), SUNCORP INSURANCE (LIFE OVERSEAS) PTY LTD (66 114 577 418), SUNCORP LIFE HOLDINGS LIMITED (87 064 490 795), SUNCORP-METWAY LIMITED (66 010 831 722)']",1BN+,"['Financial, insurance and real estate activities']",['Australia']
10915,https://modernslaveryregister.gov.au/statements/10915/,20/02/2023 9:57,['PAYNTERS PTY LTD (32 060 951 162)'],200-250M,"['Construction, civil engineering and building products']",['Australia']
10916,https://modernslaveryregister.gov.au/statements/10916/,20/02/2023 9:39,['ADELAIDE AIRPORT LIMITED (78 075 176 653)'],150-200M,"['Transportation, logistics, and storage']",['Australia']
10917,https://modernslaveryregister.gov.au/statements/10917/,20/02/2023 9:39,['DEFENCE HOUSING AUSTRALIA (72 968 504 934)'],800-900M,"['Construction, civil engineering and building products']",['Australia']
10918,https://modernslaveryregister.gov.au/statements/10918/,17/02/2023 15:38,"['ALLITY PTY LTD (32 143 413 638), AUSTRALIAN AGED CARE PARTNERS HOLDINGS PTY LTD (20 162 265 983)']",800-900M,['Healthcare and pharmaceuticals'],['Australia']
10919,https://modernslaveryregister.gov.au/statements/10919/,17/02/2023 15:52,"['RACT INSURANCE PTY. LTD. (96 068 167 804), THE ROYAL AUTOMOBILE CLUB OF TASMANIA LIMITED (62 009 475 861)']",150-200M,"['Financial, insurance and real estate activities\nOther']",['Australia']
10921,https://modernslaveryregister.gov.au/statements/10921/,17/02/2023 15:47,"['HELLERS AUSTRALIA PTY LTD (17 627 366 750), HLRS BIDCO PTY LTD (37 628 177 266), HLRS HOLDCO PTY LTD (32 628 433 134)']",300-350M,"['Food and beverages, agriculture and fishing']",['Australia']
10923,https://modernslaveryregister.gov.au/statements/10923/,17/02/2023 15:50,"['MEMBERS BANKING GROUP LIMITED (83 087 651 054), RACQ INSURANCE LIMITED (50 009 704 152), RACQ OPERATIONS PTY LTD (80 009 663 414), THE ROYAL AUTOMOBILE CLUB OF QUEENSLAND LIMITED (72 009 660 575)']",1BN+,"['Automotive, machinery and heavy electrical equipment\nFinancial, insurance and real estate activities']",['Australia']
10926,https://modernslaveryregister.gov.au/statements/10926/,17/02/2023 15:48,['Latrobe Health Services Limited (94 137 187 010)'],200-250M,"['Financial, insurance and real estate activities\nHealthcare and pharmaceuticals']",['Australia']
10928,https://modernslaveryregister.gov.au/statements/10928/,17/02/2023 15:47,"['IDAMENEO (NO 123) PTY LTD (33 002 968 185), LIMESTONE BIDCO PTY LIMITED (21 639 417 511), LIMESTONE HOLDCO PTY LIMITED (87 639 416 667), LIMESTONE MEZZCO PTY LIMITED (28 641 667 781), LIMESTONE MIDCO PTY LIMITED (55 639 417 280)']",1BN+,['Healthcare and pharmaceuticals'],['Australia']
10930,https://modernslaveryregister.gov.au/statements/10930/,14/03/2023 8:59,['Electricity Networks Corporation (18 540 492 861)'],1BN+,"['Utilities: gas, water and electricity']",['Australia']
10931,https://modernslaveryregister.gov.au/statements/10931/,17/02/2023 15:53,['SITEMINDER LIMITED (59 121 931 744)'],100-150M,['Information technology and telecommunication'],['Australia']
10935,https://modernslaveryregister.gov.au/statements/10935/,20/02/2023 9:57,['HOLOGIC (AUSTRALIA & NEW ZEALAND) PTY LIMITED (95 079 821 275)'],150-200M,['Healthcare and pharmaceuticals'],['United States of America']
10936,https://modernslaveryregister.gov.au/statements/10936/,17/02/2023 15:52,['ROYAL VICTORIAN EYE & EAR HOSPITAL (81 863 814 677)'],150-200M,['Healthcare and pharmaceuticals'],['Australia']
10937,https://modernslaveryregister.gov.au/statements/10937/,17/02/2023 15:43,['Clean Energy Finance Corporation (43 669 904 352)'],200-250M,['Other'],['Australia']
10940,https://modernslaveryregister.gov.au/statements/10940/,17/02/2023 15:55,['THE MIX AUSTRALIA PTY LTD (88 069 944 930)'],100-150M,"['Durable consumer goods, including electronics and appliances, home furnishings and other accessories']",['Australia']
10941,https://modernslaveryregister.gov.au/statements/10941/,20/02/2023 9:39,"['COAL MINES INSURANCE PTY LTD (70 000 011 727), COAL SERVICES PTY LIMITED (98 099 078 234), MINES RESCUE PTY LIMITED (15 099 078 261)']",300-350M,"['Mining, metals, chemicals and resources (including oil and gas)\nFinancial, insurance and real estate activities']",['Australia']
10943,https://modernslaveryregister.gov.au/statements/10943/,17/02/2023 15:51,"['NOVA AEROSPACE PROPRIETARY LIMITED (11 090 818 214), NOVA SYSTEMS AUSTRALIA PTY LTD (39 613 308 008)']",500-600M,['Defence and aerospace'],['Australia']
10944,https://modernslaveryregister.gov.au/statements/10944/,17/02/2023 15:55,['THE LEPROSY MISSION AUSTRALIA (52 354 004 543)'],0-99M,['Charitable / not-for-profit activities'],['Australia']
10945,https://modernslaveryregister.gov.au/statements/10945/,20/02/2023 9:23,['CALIBRE GROUP PTY LTD (44 100 255 623)'],450-500M,"['Construction, civil engineering and building products']","['Australia, New Zealand']"
10949,https://modernslaveryregister.gov.au/statements/10949/,17/02/2023 15:45,['DEVICE TECHNOLOGIES AUSTRALIA PTY. LTD. (40 058 091 973)'],600-700M,['Healthcare and pharmaceuticals'],"['Australia, Singapore']"
10954,https://modernslaveryregister.gov.au/statements/10954/,20/02/2023 9:39,['ENERO GROUP LIMITED (97 091 524 515)'],150-200M,"['Media, publishing, arts and entertainment']",['Australia']
10957,https://modernslaveryregister.gov.au/statements/10957/,17/02/2023 15:46,"['EMECO HOLDINGS LIMITED (89 112 188 815), EMECO INTERNATIONAL PTY LIMITED (51 078 624 281), Pit N Portal Equipment Hire Pty Ltd (16 108 944 038), PIT N PORTAL MINING SERVICES PTY LTD (97 116 432 814)']",700-800M,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
10958,https://modernslaveryregister.gov.au/statements/10958/,17/02/2023 15:38,"['ACTION LOGISTICS (WA) PTY LTD (74 009 151 008), BRING TRANSPORT INDUSTRIES PTY LTD (73 008 767 155), CTI COURIERS PTY LTD (17 051 430 338), CTI FREIGHTLINES PTY LTD (22 009 291 310), CTI FREIGHT MANAGEMENT PTY LTD (34 009 391 431), CTI FREIGHT SYSTEMS PTY LTD (66 009 472 628), CTI LOGISTICS LIMITED (69 008 778 925), CTI LOGISTICS (NSW) PTY LTD (82 153 063 382), CTI LOGISTICS (VIC) PTY LTD (26 063 795 568), CTI NATIONWIDE LOGISTICS PTY LTD (86 009 265 347), CTI RECORDS MANAGEMENT PTY LTD (71 083 767 999), CTI SECURITY SERVICES PTY LTD (83 009 236 104), CTI SECURITY SYSTEMS PTY LTD (72 009 302 032), CTI TAXI TRUCKS PTY LTD (82 008 777 731), CTI TRANSPORT SERVICES PTY LTD (44 009 238 439), CTI TRANSPORT SYSTEMS PTY LTD (76 009 139 315), CTI XPRESS SYSTEMS PTY LTD (45 067 742 714), FOXLINE LOGISTICS PTY LTD (96 086 449 952), G.M. KANE & SONS PTY LTD (17 000 408 800), MERCURY MESSENGERS PTY LTD (21 008 779 093)']",250-300M,"['Transportation, logistics, and storage']",['Australia']
10961,https://modernslaveryregister.gov.au/statements/10961/,17/02/2023 15:43,['CEDAR WOODS PROPERTIES LIMITED (47 009 259 081)'],300-350M,"['Financial, insurance and real estate activities']",['Australia']
10962,https://modernslaveryregister.gov.au/statements/10962/,17/02/2023 15:53,['SILVER CHAIN GROUP LIMITED (77 119 417 018)'],400-450M,['Charitable / not-for-profit activities'],['Australia']
10963,https://modernslaveryregister.gov.au/statements/10963/,17/02/2023 15:48,['KEYSTART LOANS LIMITED (27 009 427 034)'],100-150M,"['Financial, insurance and real estate activities']",['Australia']
10964,https://modernslaveryregister.gov.au/statements/10964/,20/02/2023 9:39,['PERKINS (WA) PTY LTD (60 008 844 862)'],100-150M,"['Construction, civil engineering and building products']",['Australia']
10965,https://modernslaveryregister.gov.au/statements/10965/,17/02/2023 15:42,"['Beepo Inc, BEEPO SUPPORT SERVICES PTY LTD (29 167 554 967), Convai New Zealand Limited, CONVAI PTY LTD (41 002 561 515), Microsourcing International Limited, PROBE ASIA PACIFIC PTY LTD (86 082 618 148), PROBE BPO 1 PTY LTD (99 624 628 977), Probe Contact Philippines Inc, PROBE CONTACT SOLUTIONS AUSTRALIA PTY LIMITED (30 006 688 955), Probe Contact Solutions New Zealand Limited, Probe Group Philippines Inc, Probe North America LLC, PROBE OPERATIONS PTY LTD (94 624 615 925)']",500-600M,['Other'],"['Australia, New Zealand, Philippines, United States of America']"
10967,https://modernslaveryregister.gov.au/statements/10967/,17/02/2023 15:42,"['AUSTRALIAN REGIONAL AND REMOTE COMMUNITY SERVICES LIMITED (88 167 926 132), BLUE CARE (96 010 643 909), UNITINGCARE COMMUNITY (28 728 322 186), UNITINGCARE HEALTH (87 842 457 440), UNITINGCARE QUEENSLAND (45 414 098 573)']",1BN+,['Healthcare and pharmaceuticals'],['Australia']
10968,https://modernslaveryregister.gov.au/statements/10968/,17/02/2023 15:57,['VICINITY LIMITED (90 114 757 783)'],500-600M,"['Financial, insurance and real estate activities']",['Australia']
10969,https://modernslaveryregister.gov.au/statements/10969/,20/02/2023 9:39,['C S ENERGY LIMITED (54 078 848 745)'],1BN+,"['Utilities: gas, water and electricity']",['Australia']
10970,https://modernslaveryregister.gov.au/statements/10970/,20/02/2023 9:27,['NORSKE SKOG INDUSTRIES AUSTRALIA LIMITED (50 003 902 985)'],200-250M,"['Forestry, timber products, paper and containers and packaging']","['Australia, Norway']"
10971,https://modernslaveryregister.gov.au/statements/10971/,17/02/2023 15:57,['ZENVIRON PTY LTD (87 612 344 313)'],0-99M,"['Construction, civil engineering and building products']",['Australia']
10972,https://modernslaveryregister.gov.au/statements/10972/,17/02/2023 15:51,['NTT AUSTRALIA PTY LTD (65 003 371 239)'],1BN+,['Information technology and telecommunication'],['Australia']
10973,https://modernslaveryregister.gov.au/statements/10973/,17/02/2023 15:57,"['THE UNITING CHURCH IN AUSTRALIA PROPERTY TRUST (TAS.) (88 774 033 774), THE UNITING CHURCH IN AUSTRALIA PROPERTY TRUST (VICTORIA) (39 703 442 583), UNITING AGEWELL LIMITED (19 628 178 816), UNITING ETHICAL INVESTORS LIMITED (46 102 469 821), UNITING (VICTORIA AND TASMANIA) LIMITED (81 098 317 125)']",500-600M,['Charitable / not-for-profit activities'],['Australia']
10977,https://modernslaveryregister.gov.au/statements/10977/,17/02/2023 15:40,['AUSTRALIA COUNCIL (38 392 626 187)'],200-250M,"['Media, publishing, arts and entertainment']",['Australia']
10980,https://modernslaveryregister.gov.au/statements/10980/,17/02/2023 15:45,['COMMONWEALTH SCIENTIFIC AND INDUSTRIAL RESEARCH ORGANISATION (41 687 119 230)'],1BN+,['Education and research\nGovernment Sector'],['Australia']
10983,https://modernslaveryregister.gov.au/statements/10983/,17/02/2023 15:47,"['INDIGENOUS LAND AND SEA CORPORATION (59 912 679 254), VOYAGES INDIGENOUS TOURISM AUSTRALIA PTY LTD (82 146 482 591)']",100-150M,"['Consumer services, including accommodation, hospitality, tourism and leisure\nCharitable / not-for-profit activities']",['Australia']
10984,https://modernslaveryregister.gov.au/statements/10984/,20/02/2023 9:39,['BYERWEN COAL PTY LTD (64 133 357 632)'],1BN+,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
10985,https://modernslaveryregister.gov.au/statements/10985/,20/02/2023 9:41,"['JAX COAL PTY LTD (89 133 499 500), NORTHERN HUB (DRAKE) PTY LTD (86 609 547 033), QCOAL PTY LTD (99 010 911 234)']",1BN+,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
10986,https://modernslaveryregister.gov.au/statements/10986/,17/02/2023 15:53,"[""SUNPORK FRESH FOODS PTY LTD (24 135 230 545), SUNPORK PTY LTD (11 059 168 786), SWICKER'S KINGAROY BACON FACTORY PTY. LTD. (35 009 678 693)""]",800-900M,"['Food and beverages, agriculture and fishing']",['Australia']
10987,https://modernslaveryregister.gov.au/statements/10987/,17/02/2023 15:52,"['SAGE AUTOMATION PTY LTD (59 104 119 833), SAGE GROUP HOLDINGS LTD (58 093 581 330)']",300-350M,['Other'],['Australia']
10988,https://modernslaveryregister.gov.au/statements/10988/,17/02/2023 15:40,"['AUSTRALIAN POSTAL CORPORATION (28 864 970 579), AUSTRALIA POST GLOBAL ECOMMERCE SOLUTIONS (AUST) PTY LTD (91 612 954 784), Australia Post Transaction Services Pty Ltd (87 116 164 286), AUX Investments Pty Ltd (99 146 824 919), Star Track Express Holdings Pty Limited (11 106 690 153), STAR TRACK EXPRESS INVESTMENTS PTY LIMITED (26 002 454 533), STAR TRACK EXPRESS PTY LIMITED (44 001 227 890)']",1BN+,"['Transportation, logistics, and storage']",['Australia']
10991,https://modernslaveryregister.gov.au/statements/10991/,17/02/2023 15:55,['THE TRUSTEE FOR THE ARC UNIT TRUST (96 443 678 906)'],450-500M,['Healthcare and pharmaceuticals'],['Australia']
10992,https://modernslaveryregister.gov.au/statements/10992/,17/02/2023 15:38,"['ACT PHARMACIES PTY LTD (47 120 406 886), APOG TOPCO PTY LTD (66 654 198 268), SLADE, DAVID (69 315 076 159), The Trustee for Slade-Epic Employment Trust (46 559 360 701), The Trustee for The D Slade Pharmacies Unit Trust (58 689 652 969), W.H. MCCARTHY PTY LTD (73 000 004 893)']",1BN+,['Healthcare and pharmaceuticals'],['Australia']
10994,https://modernslaveryregister.gov.au/statements/10994/,17/02/2023 15:51,['QUBE HOLDINGS LIMITED (14 149 723 053)'],1BN+,"['Transportation, logistics, and storage']",['Australia']
10997,https://modernslaveryregister.gov.au/statements/10997/,20/02/2023 9:57,['SYDNEY FISH MARKET PTY LTD (24 064 254 306)'],150-200M,"['Food and beverages, agriculture and fishing']",['Australia']
10998,https://modernslaveryregister.gov.au/statements/10998/,20/02/2023 9:41,['WAM CAPITAL LIMITED (34 086 587 395)'],0-99M,"['Financial, insurance and real estate activities']",['Australia']
10999,https://modernslaveryregister.gov.au/statements/10999/,17/02/2023 15:38,"['ADCO CONSTRUCTIONS PTY LTD (46 001 044 391), ADCO GROUP PTY LIMITED (15 094 531 272), RJH HOLDINGS PTY LIMITED (73 001 203 256)']",1BN+,"['Construction, civil engineering and building products']",['Australia']
11000,https://modernslaveryregister.gov.au/statements/11000/,17/02/2023 15:57,['WAM ACTIVE LIMITED (49 126 420 719)'],0-99M,"['Financial, insurance and real estate activities']",['Australia']
11001,https://modernslaveryregister.gov.au/statements/11001/,17/02/2023 15:57,['WAM RESEARCH LIMITED (15 100 504 541)'],0-99M,"['Financial, insurance and real estate activities']",['Australia']
11002,https://modernslaveryregister.gov.au/statements/11002/,17/02/2023 15:57,['WAM MICROCAP LIMITED (34 617 838 418)'],0-99M,"['Financial, insurance and real estate activities']",['Australia']
11003,https://modernslaveryregister.gov.au/statements/11003/,17/02/2023 15:57,['WAM ALTERNATIVE ASSETS LIMITED (47 168 941 704)'],0-99M,"['Financial, insurance and real estate activities']",['Australia']
11004,https://modernslaveryregister.gov.au/statements/11004/,20/02/2023 9:41,['WAM GLOBAL LIMITED (76 624 572 925)'],0-99M,"['Financial, insurance and real estate activities']",['Australia']
11006,https://modernslaveryregister.gov.au/statements/11006/,17/02/2023 15:57,['WAM STRATEGIC VALUE LIMITED (24 649 096 220)'],0-99M,"['Financial, insurance and real estate activities']",['Australia']
11009,https://modernslaveryregister.gov.au/statements/11009/,17/02/2023 15:50,"['NORTHCONNEX COMPANY PTY LTD (83 602 719 513), NORTHWESTERN ROADS GROUP NOMINEES PTY LTD (85 169 328 287), NORTHWESTERN ROADS GROUP PTY LTD (21 169 328 330), WSO CO PTY LIMITED (73 102 757 924)']",1BN+,['Other'],['Australia']
11017,https://modernslaveryregister.gov.au/statements/11017/,17/02/2023 15:57,['VICTORIAN RAIL TRACK (55 047 316 805)'],200-250M,"['Construction, civil engineering and building products\nTransportation, logistics, and storage\nInformation technology and telecommunication']",['Australia']
11018,https://modernslaveryregister.gov.au/statements/11018/,17/02/2023 15:43,"[""BRAVE LOGISTICS PTY LTD (73 627 919 411), DRAMET PTY LTD (59 109 544 425), It's Fresh Pty Ltd (83 155 253 259), THE FOURTH FORCE PTY LTD (22 084 438 773)""]",1BN+,"['Food and beverages, agriculture and fishing']",['Australia']
11019,https://modernslaveryregister.gov.au/statements/11019/,17/02/2023 15:51,['Perseus Mining Limited (27 106 808 986)'],1BN+,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
