IDX,PeriodStart,PeriodEnd,Type,HeadquarteredCountries,AnnualRevenue,ReportingEntities,IncludedEntities,ABN,ACN,ARBN,Link,IndustrySectors,RelatedStatements
2023-2481,2022-07-01,2023-06-30,Joint,Australia,1BN+,"ACE PRINT AND DISPLAY PTY LIMITED (21 000 639 743), BRISBANE CULLET PTY LTD (13 601 145 304), BUILD RUN REPAIR (AUSTRALIA) PTY LTD (15 155 555 052), PH PENRITH PTY LTD (17 638 042 912), P & I PTY. LTD. (15 000 619 018), REGIONAL RECYCLERS PTY LTD (12 069 806 462), SALVAGE PAPER PTY LTD (34 101 429 716), The Trustee for SOUTHERN PAPER CONVERTERS TRUST (49 984 541 896), VISY ALBURY PTY LTD (91 151 816 465), VISY BOARD PROPRIETARY LIMITED (58 005 787 913), VISY BOARD (WODONGA) PTY. LTD. (34 098 839 402), VISY ENERGY PTY LTD (55 115 133 321), VISY GLAMA PTY LTD (83 077 517 581), VISY GLASS (AUSTRALASIA) PTY LTD (56 642 097 185), VISY GLASS INTERNATIONAL PTY LTD (97 006 005 929), VISY GLASS OPERATIONS (AUSTRALIA) PTY LTD (94 004 230 326), VISY GLASS PACKAGING SERVICES PTY LTD (77 004 300 725), VISY INDUSTRIES AUSTRALIA PTY LTD (74 004 337 615), VISY LOGISTICS PTY LTD (12 089 137 986), VISY PACKAGING PTY. LTD. (13 095 313 723), VISYPET PTY. LTD. (52 099 764 119), VISY PULP AND PAPER PTY. LTD. (30 086 513 144), VISY RECYCLING AUSTRALIA PTY LTD (46 118 295 239), VISY RECYCLING MRFS PTY LTD (76 118 874 972), VISY SAND QUARRY PTY LTD (49 645 945 928)",,"21000639743, 13601145304, 15155555052, 17638042912, 15000619018, 12069806462, 34101429716, 49984541896, 91151816465, 58005787913, 34098839402, 55115133321, 83077517581, 56642097185, 97006005929, 94004230326, 77004300725, 74004337615, 12089137986, 13095313723, 52099764119, 30086513144, 46118295239, 76118874972, 49645945928",,,https://modernslaveryregister.gov.au/statements/15586/,"Forestry, timber products, paper and containers and packaging
Waste management and recycling
Transportation, logistics, and storage","2024-3278, 2022-2801, 2021-3625, 2020-355"
2023-2647,2022-07-01,2023-06-30,Joint,Australia,200-250M,"SHINE JUSTICE LTD (93 162 817 905), SHINE LAWYERS PTY LTD (86 134 702 757)","ACA LAWYERS PTY LIMITED (41 165 118 892), BEST WILSON BUCKLEY FAMILY LAW PTY LTD (67 139 493 039), BRADLEY BAYLY HOLDINGS PTY LTD (24 123 603 805), CARR & CO DIVORCE & FAMILY LAWYERS PTY LTD (84 114 924 168), CLAIMIFY LEGAL PTY LTD (42 629 416 146), CLAIMIFY LEGAL PTY LTD (42 629 416 146), MY INSURANCE CLAIM PTY LTD (90 161 758 854), SB LAW PTY LTD (59 169 699 183), SCIACCA'S LAWYERS PTY LTD (74 126 179 084)","41165118892, 67139493039, 24123603805, 84114924168, 42629416146, 42629416146, 90161758854, 59169699183, 74126179084, 93162817905, 86134702757",,,https://modernslaveryregister.gov.au/statements/15573/,"Professional and administrative services and supplies, including legal, consulting and accounting services","2024-2341, 2022-2319, 2021-3458, 2021-493"
2023-2474,2022-07-01,2023-06-30,Joint,Australia,1BN+,"7-ELEVEN AUSTRALIA PTY. LIMITED, 7-ELEVEN STORES PTY LTD, 7 HOLDINGS PTY. LTD., CONVENIENCE GROUP HOLDINGS PTY LTD, Convenience Holdings Pty Ltd, SEA PLANT & EQUIPMENT PTY. LTD.",,,"637676558, 005299427, 005620851, 662201274, 143746356, 601889614",,https://modernslaveryregister.gov.au/statements/15569/,"Food and beverages, agriculture and fishing",
2023-2724,2022-07-01,2023-06-30,Joint,Australia,1BN+,"ADVANCED PERSONNEL MANAGEMENT GROUP PTY LTD, ADVANCED PERSONNEL MANAGEMENT HOLDINGS PTY LTD, ADVANCED PERSONNEL MANAGEMENT INTERNATIONAL PTY LTD, ADVANCED PERSONNEL MANAGEMENT INVESTMENTS PTY LTD, APM Global Holdings Pty Ltd, APM HUMAN SERVICES INTERNATIONAL LIMITED, APM Human Services Pty Ltd, INGEUS AUSTRALIA HOLDINGS PTY LTD, INGEUS AUSTRALIA INVESTMENTS PTY LTD, INTERNATIONAL APM GROUP PTY LTD, KONEKT PTY LIMITED, SERENDIPITY (WA) PTY LTD","2483307 Ontario Ltd, 674725 Ontario Ltd, Advanced Personnel Management Group (UK) Limited, AMICIS AGED CARE PTY LTD, APM Equus Holdings Corporation, APM LIFECARE PTY LTD, APM Lifecare Trusco Pty Ltd, APM ONTRAC PTY LTD, APM Physiotherapy Limited, APM Workcare Limited, Arbor E&T, LLC, Biosymm Pty Ltd, Clinpsych Psychology Services Pty Ltd, Clustera Sverige AB, CNLR Horizons Limited, Communicorp Group Pty Limited, DB Grant Associates Inc., Dynamic Educational Systems, Inc., Dynamic Workforce Solutions, LLC, Dynamic Workforce Solutions - Texas, LLC, EARLY START AUSTRALIA PTY LTD, Equitable Social Solutions, LLC, Equus Agilec Holdings Ltd., ErgoEquip Pty Limited, ERGOWORKS PHYSIOTHERAPY AND CONSULTING PTY LTD, EVERYDAY INDEPENDENCE PTY LTD, FBG GROUP PTY LTD, FINAFRERE PTY LTD, GENERATION HEALTH PTY LTD, Ingeus AG, INGEUS AUSTRALIA PTY LTD, Ingeus Co. Ltd, Ingeus Europe Limited, Ingeus GmbH, Ingeus PTE. LTD, Ingeus S.L., Ingeus UK Limited, Innovative Training & Recruitment Pty Ltd, INTEGRA CHOICE AND CONTROL PTY LTD, Integrated Care Pty Ltd, KONEKT AUSTRALIA PTY LTD, MANAGEMENT CONSULTANCY INTERNATIONAL PTY LIMITED, MOBILITY AUSTRALIA PTY LTD, Ross Innovative Employment Solutions Corp, Springday Pty Ltd, THE INTERACT GROUP PTY LIMITED, The Kaiser Group (DE), LLC, WCG Holdings Ltd, WCG International Consultants Ltd., WCG Investments Ltd, WORKCARE AUSTRALIA PTY LTD",,"618764542, 618763787, 606330910, 618763241, 663996807, 639625755, 639621766, 639623993, 615300966, 615300975, 615301016, 131909558, 128552698, 145100223, 616435575, 154795570, 086077938, 601657596, 132452718, 650519752, 103825832, 168790476, 168792318, 152509370, 116943214, 612510737, 149233634, 618762977, 083660093, 009155971, 103488482, 637098518, 062160614, 126617025, 070034847, 081188954",,https://modernslaveryregister.gov.au/statements/15536/,"Professional and administrative services and supplies, including legal, consulting and accounting services
Education and research
Healthcare and pharmaceuticals
Other",2024-2955
2023-2406,2022-07-01,2023-06-30,Joint,Australia,1BN+,LINK ADMINISTRATION HOLDINGS LIMITED (27 120 964 098),"AAS SUPERANNUATION SERVICES PTY LIMITED (95 078 028 798), ACCRUED HOLDINGS PTY. LTD. (46 120 019 632), ADVISER NETWORK PTY LTD (25 056 310 699), ATUNE FINANCIAL SOLUTIONS PTY LTD (64 092 987 329), AUSTRALIAN ADMINISTRATION SERVICES PTY. LIMITED (62 003 429 114), COMPANY MATTERS PTY LIMITED (15 128 178 736), COMPLETE CORPORATE SOLUTIONS PTY LTD (89 087 003 432), CORPORATE FILE PTY. LTD. (40 075 345 783), EMPIRICS MARKETING PTY LTD (16 115 085 820), FUTUREPLUS FINANCIAL SERVICES PTY LIMITED (90 080 972 630), LINK ADMINISTRATION PTY LIMITED (29 121 124 838), LINK ADMINISTRATION RESOURCE SERVICE PTY LTD (64 602 996 912), LINK ADMINISTRATION RSS PTY LTD (32 147 570 143), Link Administration Services Pty Limited (75 121 425 107), LINK ADMINISTRATION SUPPORT SERVICES PTY LIMITED (74 168 207 565), LINK ADVICE PTY LTD (36 105 811 836), Link Business Services Pty Limited (47 136 882 767), LINK DIGICOM PTY LTD (39 052 506 117), LINK DIGITAL SOLUTIONS PTY LIMITED (61 155 944 997), LINK FUND SOLUTIONS PTY LIMITED (44 114 914 215), LINK GROUP TECHNOLOGY PTY LTD (24 125 151 779), LINK MARKET SERVICES GROUP PTY LIMITED (59 115 770 959), LINK MARKET SERVICES HOLDINGS PTY LIMITED (61 115 748 224), LINK MARKET SERVICES LIMITED (54 083 214 537), LINK MS SERVICES PTY LIMITED (59 108 557 035), LINK PROPERTY PTY LIMITED (67 161 999 337), LINK SHARE PLANS PTY LIMITED (95 094 377 849), LINK SUPERANNUATION MANAGEMENT PTY LTD (93 003 422 320), LINK SUPER PTY LIMITED (68 146 993 660), MONEYSOFT PTY LIMITED (86 152 058 627), ORIENT CAPITAL PTY LTD (80 010 142 453), PACIFIC CUSTODIANS PTY LIMITED (66 009 682 866), PRIMARY SUPERANNUATION SERVICES PTY LTD (93 081 690 735), SUPERPARTNERS PTY LTD (57 078 907 883), SYNCHRONISED SOFTWARE PTY LIMITED (74 007 407 963), THE AUSTRALIAN SUPERANNUATION GROUP (WA) PTY LTD (61 082 510 236), THE SUPERANNUATION CLEARING HOUSE PTY LTD (15 086 576 721), The Trustee for LINK ADMIN HOLDINGS LIMITED EMPLOYEE SHARE TRUST (21 631 537 387), WO NOMINEES A/C COMPANY PTY LTD (66 601 925 642), WO NOMINEES A/C FUND PTY LTD (94 601 942 330), WO NOMINEES A/C NON TAXABLE PTY LTD (47 601 925 562)","95078028798, 46120019632, 25056310699, 64092987329, 62003429114, 15128178736, 89087003432, 40075345783, 16115085820, 90080972630, 27120964098, 29121124838, 64602996912, 32147570143, 75121425107, 74168207565, 36105811836, 47136882767, 39052506117, 61155944997, 44114914215, 24125151779, 59115770959, 61115748224, 54083214537, 59108557035, 67161999337, 95094377849, 93003422320, 68146993660, 86152058627, 80010142453, 66009682866, 93081690735, 57078907883, 74007407963, 61082510236, 15086576721, 21631537387, 66601925642, 94601942330, 47601925562",,,https://modernslaveryregister.gov.au/statements/15479/,"Information technology and telecommunication
Financial, insurance and real estate activities
Professional and administrative services and supplies, including legal, consulting and accounting services","2022-1785, 2021-2951, 2021-421"
2023-2424,2022-07-01,2023-06-30,Joint,Australia,1BN+,"ACEWAY NOMINEES PTY LTD (13 077 576 802), AUTO CORNER PTY LTD (45 009 905 079), DUCALA PTY. LTD. (38 008 031 874), KAIZEN MOTORS PTY LTD (67 603 805 278), SCIFLEET GROUP OF COMPANIES PTY LTD (23 010 079 044), SCI-FLEET MOTORS PTY LTD (25 057 783 749), TAIPAN CORPORATION PTY. LTD. (97 010 410 698), The Trustee for THE TSUNAMI TRUST (15 149 393 182)","EL NINO PTY LTD (66 056 777 087), EL VIEJO PTY LTD (72 082 087 983), LA NINA INTERNATIONAL PTY LTD (97 082 088 015), MAZ FLEET PTY LTD (71 644 881 676), NORTHERN TRADING PTY. LTD. (89 009 956 307), NORTHPOINT FLEURIEU PTY LTD (27 627 265 598), NORTHPOINT MURRAYLANDS PTY LTD (61 650 004 336), SOUTH CITY AUTOMOTIVE GROUP PTY LTD (72 098 801 033), SOUTH COAST CORPORATION PTY LTD (41 098 795 763)","13077576802, 45009905079, 38008031874, 66056777087, 72082087983, 67603805278, 97082088015, 71644881676, 89009956307, 27627265598, 61650004336, 23010079044, 25057783749, 72098801033, 41098795763, 97010410698, 15149393182",,,https://modernslaveryregister.gov.au/statements/15472/,"Automotive, machinery and heavy electrical equipment","2024-2381, 2022-2522, 2021-3127, 2021-701"
2023-2558,2022-07-01,2023-06-30,Joint,Australia,200-250M,PANTHER TOPCO PTY LTD,"Abeona Limited, EVERLAST HOLDINGS AUSTRALIA PTY LTD, Fit for Sport Ltd, G.B. Management Services Ltd, GHB Consultants Ltd, HELPING HANDS NETWORK PTY LTD, JAG UK Bidco Ltd, JAG UK Holdco Ltd, JAG UK Midco Ltd, JAG UK Topco Ltd, Junior Adventures Group Nominee 1 Pty Ltd, JUNIOR ADVENTURES GROUP PTY LTD, Junior Adventures Group UK Ltd, JUNIOR ADVENTURES PTY LTD, Kiwi Kids Education Group Ltd, OSHCLUB PTY LTD, PANTHER BIDCO PTY LTD, PANTHER HOLDCO PTY LTD, PANTHER MIDCO PTY LTD, Pioneer Childcare Ltd, PRIMARY OSHCARE PTY LTD, Reliance HR Solutions Pty Ltd, Safe Kids in Daily Supervision Ltd, Sherpa Kids England Ltd, SHERPA KIDS INTERNATIONAL PTY LTD, Skids Programme Management Ltd, SOFUS HOLDINGS PTY LTD, Sungao Limited, Sunrise Holdco (NZ) Pty Ltd, YOUNG MINDS CONNECT PTY LTD",,"162642300, 134154162, 635870843, 606520316, 606523746, 135003520, 626391197, 626390903, 626390583, 626390136, 108614080, 154205160, 160539551, 168832933, 165742558",,https://modernslaveryregister.gov.au/statements/15444/,Education and research,2024-2490
2023-2478,2022-07-01,2023-06-30,Joint,Australia,600-700M,REGIONAL EXPRESS HOLDINGS LIMITED,"AAPA VICTORIA PTY LTD, AIR PARTNERS PTY LTD, AUSTRALIAN AERO PROPELLER MAINTENANCE PTY LTD, AUSTRALIAN AIRLINE PILOT ACADEMY PTY LTD, PEL-AIR AVIATION PTY LTD, REGIONAL EXPRESS PTY LTD, REX AIRLINES PTY LTD, REX INVESTMENT HOLDINGS PTY LTD",,"118837586, 065221356, 131278889, 128392469, 002858013, 099547270, 101325642, 642400048, 101317677",,https://modernslaveryregister.gov.au/statements/15343/,"Transportation, logistics, and storage",
2023-2321,2022-07-01,2023-06-30,Single,Australia,150-200M,A ABRAHAMS && Others (58 207 240 529),,58207240529,,,https://modernslaveryregister.gov.au/statements/15335/,"Professional and administrative services and supplies, including legal, consulting and accounting services","2024-2325, 2022-1927, 2021-2573, 2021-698"
2023-2593,2022-07-01,2023-06-30,Joint,Australia,100-150M,ACS AUSTRALIA HOLDINGS PTY LTD (39 655 692 176),SHIFT FINANCIAL PTY LTD (24 149 390 625),"39655692176, 24149390625",,,https://modernslaveryregister.gov.au/statements/15064/,"Financial, insurance and real estate activities",2024-2584
2023-2870,2022-07-01,2023-06-30,Joint,Australia,250-300M,HUB24 LIMITED (87 124 891 685),"Agility Applications Pty Ltd (76 124 078 315), CLASS PTY LIMITED (70 116 802 058), CLASS TECHNOLOGY PTY LTD (46 121 158 503), HUB24 CUSTODIAL SERVICES LTD (94 073 633 664), HUB24 MANAGEMENT SERVICES PTY LTD (59 135 332 320), HUBCONNECT PTY LTD (80 140 899 252), Myprosperity Pty Ltd (40 149 786 489), NOWINFINITY PTY LTD (16 154 927 376), XPLORE WEALTH PTY LIMITED (34 128 316 441)","76124078315, 70116802058, 46121158503, 94073633664, 87124891685, 59135332320, 80140899252, 40149786489, 16154927376, 34128316441",,,https://modernslaveryregister.gov.au/statements/16089/,"Information technology and telecommunication
Financial, insurance and real estate activities","2024-3286, 2023-450, 2021-3796, 2021-909"
2023-2848,2022-07-01,2023-06-30,Joint,Australia,350-400M,OUTDOOR SUPACENTRE PTY LTD (30 609 212 624),"ADVENTURE KINGS PTY LTD, ADVENTURE KINGS RV PTY LTD, GLOBAL IMPORT CORPORATION PTY LTD, OUTDOOR SUPACENTRE RV PTY LTD",30609212624,"622305677, 622905113, 128080937, 654793290",,https://modernslaveryregister.gov.au/statements/16050/,"Automotive, machinery and heavy electrical equipment
Durable consumer goods, including electronics and appliances, home furnishings and other accessories
Other","2024-3038, 2022-2833, 2021-3122, 2021-636"
2023-2830,2022-07-01,2023-06-30,Single,Australia,150-200M,ALCOA OF AUSTRALIA RETIREMENT PLAN (80 928 800 255),,80928800255,,,https://modernslaveryregister.gov.au/statements/16030/,"Financial, insurance and real estate activities",2021-3676
2023-2818,2022-07-01,2023-06-30,Joint,Australia,1BN+,VOCUS GROUP LIMITED (96 084 115 499),"ACURE TECHNOLOGY PTY LTD (89 103 327 340), AMCOM DATA CENTRES PTY LTD (35 096 875 151), AMCOM EAST PTY LTD (54 163 712 785), AMCOM IP TEL PTY LTD (79 065 092 962), AMCOM PTY LTD (33 009 336 341), AMCOM TELECOMMUNICATIONS PTY LIMITED (20 062 046 217), AMNET BROADBAND PTY LTD (38 092 472 350), ASC INTERNATIONAL GROUP PTY LIMITED (94 162 547 364), AUSTRALIA-SINGAPORE CABLE HOLDCO PTY LTD (22 622 078 255), AUSTRALIA-SINGAPORE CABLE OPCO PTY LTD (65 622 086 159), DODO AUSTRALIA HOLDINGS PTY LTD (74 159 200 727), DODO GROUP SERVICES PTY LTD (75 159 202 730), DODO SERVICES PTY LTD (33 158 289 331), EFTEL PTY LTD (47 073 238 178), EFTEL RETAIL PTY LTD (22 092 667 126), EFTEL WHOLESALE PTY LTD (31 123 409 058), ENGIN PTY LIMITED (70 080 250 371), GLOBAL NETWORKS AMC DATA CENTRE PTY LTD (14 139 286 203), IPERA COMMUNICATIONS PTY LIMITED (31 090 964 104), M2 COMMANDER PTY LTD (85 136 950 082), M2 ENERGY PTY LTD (15 123 155 840), M2 GROUP PTY LTD (74 091 575 021), M2 TELECOMMUNICATIONS PTY LTD (65 090 251 424), M2 WHOLESALE PTY LTD (99 119 220 843), M2 WHOLESALE SERVICES PTY LTD (11 071 659 348), NEXTGEN NETWORKS GROUP PTY LIMITED (88 162 547 337), NEXTGEN NETWORKS PTY LIMITED (32 094 147 403), Nextgen Pure Data Pty Ltd (95 121 379 539), NEXTGEN SERVICES PTY LIMITED (69 162 828 775), NEXTGEN TELECOM PTY LTD (96 095 420 616), NEXTGEN TELECOM (WA) PTY LTD (89 103 173 440), PEOPLE TELECOM LIMITED (31 009 273 152), PEOPLE TELECOMMUNICATIONS PTY LTD (41 091 714 699), PRIMUS NETWORK (AUSTRALIA) PTY. LTD. (60 109 142 216), PRIMUS TELECOM HOLDINGS PTY. LTD. (50 111 352 277), PRIMUS TELECOMMUNICATIONS (AUSTRALIA) PTY LTD (77 061 754 943), PRIMUS TELECOMMUNICATIONS PTY LIMITED (69 071 191 396), PRIMUS TELECOM PTY. LTD. (55 111 353 989), SKIRON FINCO PTY LIMITED (68 166 750 796), SKIRON HOLDCO PTY LIMITED (75 166 750 385), SKIRON OPCO PTY LIMITED (21 166 751 784), SOUTHERN CROSS TELECOM PTY LTD (67 128 541 391), VISAGE TELECOM PTY LTD (15 136 057 531), Vocus Connect Pty Ltd (52 130 366 237), Vocus Data Centres Pty Ltd (78 146 865 714), VOCUS FIBRE PTY LTD (40 150 260 156), VOCUS GROUP HOLDINGS PTY LTD (80 130 364 359), VOCUS HOLDINGS PTY LIMITED (92 169 381 784), Vocus Pty Ltd (78 127 842 853), WHOLESALE COMMUNICATIONS GROUP PTY LTD (21 109 626 011)","89103327340, 35096875151, 54163712785, 79065092962, 33009336341, 20062046217, 38092472350, 94162547364, 22622078255, 65622086159, 74159200727, 75159202730, 33158289331, 47073238178, 22092667126, 31123409058, 70080250371, 14139286203, 31090964104, 85136950082, 15123155840, 74091575021, 65090251424, 99119220843, 11071659348, 88162547337, 32094147403, 95121379539, 69162828775, 96095420616, 89103173440, 31009273152, 41091714699, 60109142216, 50111352277, 77061754943, 69071191396, 55111353989, 68166750796, 75166750385, 21166751784, 67128541391, 15136057531, 52130366237, 78146865714, 40150260156, 80130364359, 96084115499, 92169381784, 78127842853, 21109626011",,,https://modernslaveryregister.gov.au/statements/16003/,Information technology and telecommunication,"2022-2649, 2021-3460, 2021-47"
2023-2784,2022-07-01,2023-06-30,Single,Australia,150-200M,ADORE BEAUTY PTY LIMITED (38 123 655 783),,38123655783,,,https://modernslaveryregister.gov.au/statements/15996/,Cosmetics and toiletries,2022-2436
2023-2807,2022-07-01,2023-06-30,Joint,Australia,600-700M,DEVICE TECHNOLOGIES AUSTRALIA PTY. LTD. (40 058 091 973),"ADVANCED SKIN TECHNOLOGY PTY. LTD (88 007 203 447), BIRTH BEAT PTY LTD (86 623 593 680), DLC VET PTY LTD (32 631 651 253), Haines Medical Australia Pty Ltd (12 109 867 058), HEALTHCORP PTY. LTD. (13 107 746 850), HOSPEQUIP PTY LTD (30 606 480 942), LYKA SMITH PTY LTD (28 618 936 762), MATRIX SURGICAL PTY LTD (32 056 838 441), MEDED SUPPLIES ANZ PTY LTD (79 631 651 075), MEDICAL DESIGN INNOVATIONS PTY. LTD. (43 082 750 374), MEDICAL SALES & SERVICE PTY LTD (99 606 118 334), MEDISOUND PTY LTD (14 620 805 709), Reynard Health Supplies (Aus) Pty Ltd (52 132 676 816)","88007203447, 86623593680, 40058091973, 32631651253, 12109867058, 13107746850, 30606480942, 28618936762, 32056838441, 79631651075, 43082750374, 99606118334, 14620805709, 52132676816",,,https://modernslaveryregister.gov.au/statements/15977/,Healthcare and pharmaceuticals,"2024-2922, 2022-2219, 2021-3260, 2021-1256"
2023-2780,2022-07-01,2023-06-30,Joint,Australia,1BN+,"AIRPORT MOTORWAY HOLDINGS PTY LIMITED, AIRPORT MOTORWAY PTY LIMITED, APL CO PTY LIMITED, APL HOLD CO PTY LIMITED, CITYLINK MELBOURNE LIMITED, GATEWAY MOTORWAY PTY LIMITED, INTERLINK ROADS PTY LTD, LCT-MRE Holdings Pty Limited, LCT-MRE Pty Limited, LOGAN MOTORWAYS PTY LIMITED, M5 HOLDINGS PTY LIMITED, QML HOLD CO PTY. LIMITED., QUEENSLAND MOTORWAYS HOLDING PTY LIMITED, QUEENSLAND MOTORWAYS PTY LIMITED, SYDNEY ROADS LIMITED, THE HILLS MOTORWAY LIMITED, TRANSURBAN HOLDINGS LIMITED, Transurban International Limited, TRANSURBAN QUEENSLAND HOLDINGS 1 PTY LIMITED, TRANSURBAN SUN HOLDINGS PTY LTD, TRANSURBAN WGT CO PTY LTD","AIRPORT MOTORWAY CONSTRUCTION COMPANY PTY LIMITED, AMT MANAGEMENT PTY LIMITED, CITY LINK EXTENSION PTY LTD, DEVOME PTY. LIMITED, GBB HOLDING CO PTY LIMITED, GBB OPERATIONS PTY LIMITED, HILLS MOTORWAY CONSTRUCTION COMPANY PTY LTD, HILLS MOTORWAY MANAGEMENT LIMITED, HILLS MOTORWAY UNDERWRITING NO.1 PTY. LIMITED, LCT-MRE No.1 Pty Limited, LCT-MRE Nominees Pty Limited, LW HOLDING CO PTY LIMITED, LW OPERATIONS PTY LIMITED, M4 HOLDINGS NO 1 PTY. LIMITED, PROJECT T FINANCE CO PTY LIMITED, PROJECT T PARTNER CO 1 PTY. LIMITED., PROJECT T PARTNER CO 1 PTY. LIMITED. & PROJECT T PARTNER CO 2 PTY. LIMITED. (72 279 487 220), PROJECT T PARTNER CO 2 PTY. LIMITED, PROJECT T PARTNER HOLD CO 1 PTY. LIMITED., PROJECT T PARTNER HOLD CO 2 PTY. LIMITED., QM ASSETS PTY LIMITED, QMH FINANCE PTY LIMITED, QUEENSLAND MOTORWAYS MANAGEMENT PTY. LTD., QUEENSLAND MOTORWAYS SERVICES PTY LIMITED, ROAM TOLLING PTY LTD, STATEWIDE ROADS LIMITED, STATEWIDE ROADS (M4) PTY LIMITED, SWR OPERATIONS PTY. LIMITED, SWR PROPERTIES PTY. LIMITED, SYDNEY ROADS MANAGEMENT LIMITED, TOLLAUST PTY. LIMITED, TQ APL ASSET CO PTY LIMITED, TQ APL FINANCE CO PTY LIMITED, TQ APL HOLD CO PTY LIMITED, TRANSLINK OPERATIONS PTY LIMITED, TRANSURBAN CCT HOLDINGS PTY LTD, TRANSURBAN CCT NO.1 PTY LTD, TRANSURBAN CCT NOMINEES PTY LTD, TRANSURBAN CCT PTY LTD, Transurban Collateral Security Pty Ltd, TRANSURBAN FINANCE COMPANY PTY LTD, TRANSURBAN FUNDING PTY LIMITED, TRANSURBAN INFRASTRUCTURE MANAGEMENT LIMITED, TRANSURBAN INTERNATIONAL HOLDINGS PTY LTD, TRANSURBAN INVESTMENTS PTY Limited, TRANSURBAN LIMITED, TRANSURBAN MAPLE HOLDINGS PTY LTD, TRANSURBAN MAPLE INVESTMENTS PTY LTD, TRANSURBAN NCX M7 HOLDCO PTY LTD, TRANSURBAN NCX M7 NOMINEES PTY LTD, TRANSURBAN OPERATIONS PTY LTD, TRANSURBAN QUEENSLAND FINANCE PTY LIMITED, TRANSURBAN QUEENSLAND HOLDINGS 2 PTY LIMITED, TRANSURBAN QUEENSLAND INVEST PTY LIMITED, TRANSURBAN QUEENSLAND PROPERTY PTY LIMITED, TRANSURBAN RETAIL PTY LTD, TRANSURBAN STP AHT PTY LTD, TRANSURBAN STP AT PTY LTD, TRANSURBAN STP PROJECT CO PTY LTD, TRANSURBAN STP PROJECT HOLD CO PTY LTD, TRANSURBAN SUN NOMINEES PTY LTD, TRANSURBAN TECHNOLOGY INVESTMENTS HOLDINGS PTY LTD, TRANSURBAN TECHNOLOGY INVESTMENTS PTY LTD, TRANSURBAN (USA) HOLDINGS NO. 1 PTY LTD, TRANSURBAN (USA) HOLDINGS NO. 2 PTY LTD, TRANSURBAN (USA) HOLDINGS NO. 3 PTY LTD, TRANSURBAN VIC HOLD CO PTY LIMITED, TRANSURBAN VIC OP CO PTY LIMITED, TU CORPORATE SERVICES PTY LTD, WEST GATE TUNNEL LEASEHOLD CO. PTY LTD",72279487220,"085682275, 078322531, 057283093, 078953607, 609262615, 609262624, 082058615, 070810678, 003692868, 010127303, 165190607, 165190572, 066036495, 064687645, 074615982, 003845430, 145311477, 145311440, 143401843, 143401870, 010704300, 165190634, 165190554, 094926968, 073922620, 165578772, 166004557, 166004235, 166003765, 166004066, 165578727, 168691478, 165802004, 150265197, 010630921, 067242513, 165422202, 103186670, 003573573, 003886824, 002359864, 009991511, 119323901, 078327983, 062329828, 050538693, 609390454, 609390481, 609390507, 069691514, 166658377, 168538118, 168538127, 166658448, 097586797, 098539452, 609949331, 098143429, 098147678, 155004121, 121746825, 112649466, 098143410, 624760041, 624760050, 168889245, 168889183, 108003489, 169093850, 169090804, 169090788, 169090733, 169093878, 108079714, 627241669, 627241678, 627241696, 627241687, 169039776, 169039687, 621239076, 621239610, 108079732, 108624871, 074616023, 621894184, 621893945, 617420023, 106695676, 622944709",,https://modernslaveryregister.gov.au/statements/15963/,"Transportation, logistics, and storage",2024-3529
2023-2740,2022-07-01,2023-06-30,Joint,Australia,450-500M,"AUSTRALIAN WHOLEFOODS PTY LTD, PATTIES FOODS PTY LIMITED, PIRANHA HOLDCO PTY LTD, VESCO FOODS PTY LTD","ALASKA FOODS PTY LTD, AUSTRALASIAN CHILLED FOODS BIDCO PTY LIMITED, AUSTRALASIAN CHILLED FOODS FINCO PTY LIMITED, AUSTRALASIAN FOODS BIDCO PTY LIMITED, AUSTRALASIAN FOODS FINCO PTY LIMITED, AUSTRALASIAN FOODS HOLDCO PTY LIMITED, AUSTRALIAN WHOLEFOODS PTY LTD, AWF (ASSET SERVICES) PTY LTD, AWF (DIRECT) PTY LTD, BOSCASTLE PASTRIES AND FOODS PTY. LTD., COOK FREEZE PTY. LTD., HEAT TO EAT HOLDINGS PTY LTD, HEAT TO EAT PTY LTD, HERBERT ADAMS PTY LTD, LOUIS & MARIE PTY LTD, PATTIES FOODS AUSTRALASIA PTY LTD, PATTIES FOODS PTY LIMITED, PIPER PARTNERS PROPRIETARY LIMITED, PIRANHA BIDCO PTY LTD, PIRANHA MIDCO PTY LTD, REERAC & LLIKS PTY LTD, VESCO FOODS HOLDINGS PTY LTD, VESCO FOODS PTY LTD",,"088871256, 616546082, 616932579, 612643795, 612642145, 612640329, 111121852, 111121852, 146695347, 615032918, 007079450, 010097917, 165321237, 165324210, 004013932, 002466453, 630495831, 007157182, 007157182, 058556586, 662252771, 662228373, 662251872, 146693316, 107258659, 008726878, 008726878",,https://modernslaveryregister.gov.au/statements/15929/,"Food and beverages, agriculture and fishing",
2023-2644,2022-07-01,2023-06-30,Joint,Australia,600-700M,"ADT Group Holdings Pty Ltd (35 144 849 436), FOREVER NEW CLOTHING PTY LTD (11 118 100 100)","FOREVER NEW INTERNATIONAL PTY LTD (26 156 137 923), Global Warehousing & Logistics Pty Ltd (86 140 768 485)","35144849436, 11118100100, 26156137923, 86140768485",,,https://modernslaveryregister.gov.au/statements/15793/,"Fashion, textiles, apparel and luxury goods","2024-2522, 2022-2953, 2021-3923, 2021-1061"
